businessname,dbaname,address,city,state,zip,descript,dayphn_cleaned,latitude,longitude
La Voile,,257 Newbury,Boston,MA,02116,Eating & Drinking,6175874200.0,42.34966000019893,-71.08314000066959
Layla's American Tavern,,332 Broadway,South Boston,MA,02127,Eating & Drinking,6177524756.0,42.338415000442744,-71.0498760012101
Lazuri Chicken N Pizza,,487 Cambridge,Allston,MA,02134,Eating & Drinking,6172088575.0,42.35382140746972,-71.13727837229204
Lazy Bear Creamery,,383 Neponset,Dorchester,MA,02122,Eating & Drinking w/ Take Out,6179138000.0,42.286560000348224,-71.04478000080907
LC1/Pizza/LB2,,4 Jersey,Boston,MA,02215,Eating & Drinking w/ Take Out,7742054363.0,42.346768333561606,-71.09864788266272
LC2/LY1,,4 Jersey,Boston,MA,02215,Eating & Drinking w/ Take Out,7742054363.0,42.346768333561606,-71.09864788266272
LC4,,4 Jersey,Boston,MA,02215,Eating & Drinking w/ Take Out,7742054363.0,42.346768333561606,-71.09864788266272
Leader Bank Pavilion,,290 Northern,Boston,MA,02210,Eating & Drinking w/ Take Out,6177281799.0,42.34818065230851,-71.03661799221628
Left Field Inseat,,4 Jersey,Boston,MA,02215,Eating & Drinking w/ Take Out,6175366683.0,42.346768333561606,-71.09864788266272
Left Field Pantry,,4 Jersey,Boston,MA,02215,Eating & Drinking w/ Take Out,6175366683.0,42.346768333561606,-71.09864788266272
Legacy Boston/Candibar,,275 Tremont,Boston,MA,02116,Eating & Drinking,6175424677.0,42.350043897645286,-71.06546316328973
Legal Crossing,,558 Washington,Boston,MA,02111,Eating & Drinking,6175682800.0,42.35337846645107,-71.06197942970951
Legal Harborside,,260 Northern,Boston,MA,02210,Eating & Drinking,6175682800.0,42.348636519692654,-71.0377903426822
LEGAL SEA FOOD E3-A34,,500 Terminal,East Boston,MA,02128,Eating & Drinking,,42.36990420124479,-71.01943927546833
Legal Sea Foods,,100 Huntington,Boston,MA,02116,Eating & Drinking,6175682800.0,42.34717362212503,-71.07802363047905
Legal Sea Foods,,100 Terminal,East Boston,MA,02128,Eating & Drinking,6175682800.0,42.364539860564015,-71.02181743285618
Legal Sea Foods,,255 State,Boston,MA,02110,Eating & Drinking,6175682800.0,42.35938091073582,-71.05114624072525
Legal Sea Foods,,300 Boylston,Boston,MA,02116,Eating & Drinking,,42.35182600060489,-71.0699000009303
LEGAL SEAFOODS,,200 Terminal,East Boston,MA,02128,Eating & Drinking,6175682800.0,42.36267734543621,-71.01863498065062
LEGAL SEAFOODS,,300 Terminal,East Boston,MA,02128,Eating & Drinking,6175682800.0,,
LEGAL SEAFOODS,,500 Terminal,East Boston,MA,02128,Eating & Drinking,6175682800.0,42.36990420124479,-71.01943927546833
Legal Sea Foods (B Connector),,200 Terminal,East Boston,MA,02128,Eating & Drinking,6175682800.0,42.36267734543621,-71.01863498065062
Legends Bar & Grill,,525 William F McClellan,East Boston,MA,02128,Eating & Drinking,6175673200.0,42.39517354743799,-71.00009205390882
Lemuel Shattuck Hospital Cafe,,170 Morton,Jamaica Plain,MA,02130,Eating & Drinking,6179713263.0,42.29959542757083,-71.10193862818295
Lenox Hotel - Employee Cafeteria,,61 Exeter,Boston,MA,02199,Eating & Drinking,6175365300.0,42.349129917343994,-71.07961839442282
Lenox Sophia,,87 A,South Boston,MA,02127,Eating & Drinking,,42.3424469994843,-71.05456700077063
Levi's Restaurant & Lounge,,323 Washington,Dorchester,MA,02121,Eating & Drinking,6172651009.0,42.29982999996419,-71.07452000145167
Levy Premium Food Court 1,,415 Summer,Boston,MA,02210,Eating & Drinking w/ Take Out,6179542222.0,42.34678976695919,-71.04493757567293
Levy Premium Food Court 2,,415 Summer,Boston,MA,02210,Eating & Drinking w/ Take Out,6179542222.0,42.34678976695919,-71.04493757567293
Levy Premium Food Court 3,,415 Summer,Boston,MA,02210,Eating & Drinking w/ Take Out,6179542222.0,42.34678976695919,-71.04493757567293
Levy Premium Food Court 4,,415 Summer,Boston,MA,02210,Eating & Drinking w/ Take Out,6179542222.0,42.34678976695919,-71.04493757567293
Levy Premium Food Court 5,,415 Summer,Boston,MA,02210,Eating & Drinking w/ Take Out,6179542222.0,42.34678976695919,-71.04493757567293
Levy Premium Main Kitchen & Commissary,,415 Summer,Boston,MA,02210,Eating & Drinking,6179542222.0,42.34678976695919,-71.04493757567293
LFV,,4 Jersey,Boston,MA,02215,Eating & Drinking w/ Take Out,6175366683.0,42.346768333561606,-71.09864788266272
Libertine,,125 Salem,Boston,MA,02113,Eating & Drinking,6174802180.0,42.36466000042241,-71.05536000096072
Liberty Diner,,1003 MASSACHUSETTS ,ROXBURY,MA,02118,Eating & Drinking,6174429262.0,42.328063059593845,-71.06831166793306
LICKS CAFE,,1140 Boylston,Boston,MA,02115,Eating & Drinking w/ Take Out,6177472712.0,42.34659009640358,-71.0895022708843
Life Alive,,431 Boylston,Boston,MA,02116,Eating & Drinking,,42.351610000362605,-71.07284000071324
Life Alive Cafe,,505 Tremont,Boston,MA,02116,Eating & Drinking,6173887697.0,42.345092963419866,-71.07041102892094
Life Alive Organic Cafe,,435 Huntington,Jamaica Plain,MA,02130,Eating & Drinking w/ Take Out,,42.319790000271766,-71.11200000120121
Life Time,,800 Boylston,Boston,MA,02199,Eating & Drinking,,42.34729680482496,-71.0814574594804
Lilly Boston-Food Services,,15 Necco,Boston,MA,02210,Eating & Drinking,,42.34896823128683,-71.05132367358448
Lilly Gourmet Pasta Express,,1526 Tremont,Mission Hill,MA,02120,Eating & Drinking w/ Take Out,6174278080.0,42.33227615960517,-71.1000306936827
Lily P's- K13,,80 Causeway,Boston,MA,02114,Eating & Drinking w/ Take Out,6172252900.0,42.36553349531547,-71.06185622592876
Lily's,,33 Batterymarch,Boston,MA,02109,Eating & Drinking,6173507275.0,42.35738822074421,-71.05405419067279
Lily's Coffee & Cafe,,33 Arch,Boston,MA,02110,Eating & Drinking,,42.35619999934302,-71.05804000167691
Lily's Pizza,,2 Oliver,Boston,MA,02109,Eating & Drinking w/ Take Out,6177341911.0,42.35731223145276,-71.05455288666938
Limani Grille,,100 Northern,Boston,MA,02210,Eating & Drinking,,42.35223926109794,-71.04353645387097
Lime Red Tea House,,1092 Commonwealth,Boston,MA,02446,Eating & Drinking,7186667214.0,42.35175073627082,-71.12415806891677
LIMONCELLO,,190 North,Boston,MA,02109,Eating & Drinking,6175234480.0,42.363379719570304,-71.05396177868133
Lincoln Tavern,,425 Broadway,South Boston,MA,02127,Eating & Drinking,7818208103.0,42.336350000601435,-71.04755000110535
Liq 4 / Kettle One,,4 Jersey,Boston,MA,02215,Eating & Drinking w/ Take Out,6175366683.0,42.346768333561606,-71.09864788266272
LITTLE ASIA RESTAURANT,,991 Bennington,East Boston,MA,02128,Eating & Drinking,6175698888.0,42.38637574888153,-71.00704152392949
Little Haiti International Cuisine,,1184 Hyde Park,Hyde Park,MA,02136,Eating & Drinking,6173641313.0,42.25829999961187,-71.12331000038382
Little Pizza King,,389 Washington,Brighton,MA,02135,Eating & Drinking w/ Take Out,6177877800.0,42.34929000046774,-71.15484000133598
Little Sage,,350 Hanover,Boston,MA,02113,Eating & Drinking,,42.36511999981242,-71.05339000074036
Little Steve's Pizza,,1112 Boylston,Boston,MA,02115,Eating & Drinking,2692670304.0,42.34679399915904,-71.0887090008646
Little Tao,,1153 Commonwealth,Allston,MA,02134,Eating & Drinking w/ Take Out,6172072781.0,42.35088171551585,-71.1275915512791
Little Whale Oyster Bar,,314 Newbury,Boston,MA,02115,Eating & Drinking,6178186588.0,42.3486169998151,-71.08533400090072
Little Wolf Coffee,,51 Sleeper,Boston,MA,02210,Eating & Drinking w/ Take Out,9412092873.0,42.352548763279565,-71.048526816108
Liuyishon Hotpot Boston,,702 Washington,Boston,MA,02111,Eating & Drinking,8572332971.0,42.35111282269877,-71.06279669422453
Lobstah On A Roll,,254 Newbury,Boston,MA,02116,Eating & Drinking,6174312284.0,42.34931000081422,-71.08274000172324
Local 149,,143 P,South Boston,MA,02127,Eating & Drinking,6172690900.0,42.33337000000593,-71.02731000081627
LoContes Italian Restaurant,,114 Salem,Boston,MA,02113,Eating & Drinking,6177203550.0,42.36462710235721,-71.05562634564969
Loco Taqueria & Oyster Bar,,412 Broadway,South Boston,MA,02127,Eating & Drinking,6176501000.0,42.33703932268642,-71.04768956904223
Loco Taqueria & Oyster Bar,,61 Brookline,Boston,MA,02215,Eating & Drinking,8572770769.0,42.34718999979615,-71.09900000136422
Logan Food Market,,45 Transportation,East Boston,MA,02128,Eating & Drinking w/ Take Out,,42.36667457310752,-71.02772059976026
Lola 42,,20 Liberty,Boston,MA,02210,Eating & Drinking,6179514002.0,42.35452618221384,-71.0453463769094
Lolita Cocina & Tequila Bar,,253 Summer,Boston,MA,02210,Eating & Drinking,8574450202.0,42.350169999158695,-71.05127000189427
Lolita Cocina & Tequila Bar,,265 Dartmouth,Boston,MA,02116,Eating & Drinking,8574450202.0,42.35073999993309,-71.07729000078618
Lone Star Taco Bar,,465 Cambridge,Allston,MA,02134,Eating & Drinking,6178773709.0,42.354055119517426,-71.13689527212027
Long Live Roxbury - Taproom,,152 Hampden,Roxbury,MA,02119,Eating & Drinking,6173345633.0,42.32779000047516,-71.07492000166427
Lookout Rooftop and Bar,,70 Sleeper,Boston,MA,02210,Eating & Drinking,6173383030.0,42.35369159555376,-71.04829376360414
Lord Hobo Seaport,,2 Dry Dock,Boston,MA,02210,Eating & Drinking,6179973236.0,42.34496041650667,-71.03767730675702
Loretta's Last Call/Back Door Donuts,,1 Lansdowne,Boston,MA,02215,Eating & Drinking w/ Take Out,6172680233.0,42.347312193081805,-71.09448945959561
Los Alebrijes,,190H Sumner,East Boston,MA,02128,Eating & Drinking,,42.36926257168735,-71.04012826062228
Los Amigos,,366 Washington,Brighton,MA,02135,Eating & Drinking,6179596915.0,42.348920083703135,-71.15376397401229
Los Amigos Mexican Grill,,1741 Centre,West Roxbury,MA,02132,Eating & Drinking w/ Take Out,,42.28746000051657,-71.15016000052862
LOS ARRIEROS REST,,13 Meridian,East Boston,MA,02128,Eating & Drinking,6175691666.0,42.37060100016964,-71.03875100222734
Los Delicias Colombianas 2,,1231 River,Hyde Park,MA,02136,Eating & Drinking,8579284667.0,42.25613000020769,-71.12304000079345
Los Hornitos,,235 Meridian,East Boston,MA,02128,Eating & Drinking,6175670213.0,42.375808999878146,-71.03890000169433
Los Pinos Restaurante Mexican Grill,Los Pinos Restaurante Mexican Grill,82 Bennington,East Boston,MA,02128,Eating & Drinking w/ Take Out,6175671761.0,42.37610000007503,-71.03605000091521
L'OSTERIA RESTAURANT,,104 Salem,Boston,MA,02113,Eating & Drinking,6177237847.0,42.36429231868044,-71.05562932398456
Lotus Test Kitchen,,2 Avenue De Lafayette,Boston,MA,02111,Eating & Drinking w/ Take Out,6175427482.0,42.35404000016943,-71.06110000163339
Louis Corner,,552 Tremont,Roxbury,MA,02118,Eating & Drinking,7815408666.0,42.34375999982088,-71.07146000068336
Love Art Sushi,,1 Haviland,Boston,MA,02115,Eating & Drinking,,42.34665000014692,-71.08772000123842
Love Art Sushi,,40 Water,Boston,MA,02109,Eating & Drinking,,42.3577377886227,-71.05678016398052
Love Art Sushi,,53 Northern,Boston,MA,02210,Eating & Drinking,8573108804.0,42.352965413253,-71.04645446674436
Love Health,,444 Blue Hill,Dorchester,MA,02121,Eating & Drinking w/ Take Out,8455386286.0,42.30960554641259,-71.08225857361471
LOWER DINING CORCORAN DINING FACILITY,,60 ST THOMAS MORE,BRIGHTON,MA,02135,Eating & Drinking,6175523181.0,,
Lower Mills Tavern,,2269 Dorchester,Dorchester,MA,02124,Eating & Drinking,6179083110.0,42.27298999958957,-71.06805000143515
L STREET DINER,,108 L,South Boston,MA,02127,Eating & Drinking w/ Take Out,6172681155.0,42.33405287212885,-71.03509165918365
L STREET TAVERN,L Street Tavern,656 Eighth,South Boston,MA,02127,Eating & Drinking,6177524947.0,42.331619999556,-71.03546000124919
Lucca North End,,226 Hanover,Boston,MA,02113,Eating & Drinking,9786646956.0,42.36314874876525,-71.05547245179758
Lucca Restaurant & Bar,,200 Terminal,East Boston,MA,02128,Eating & Drinking,6175673387.0,42.36267734543621,-71.01863498065062
Lucia Ristorante,,415 Hanover,Boston,MA,02109,Eating & Drinking,6176057001.0,42.36557891786807,-71.05271880807297
Lucie's,,120 Huntington,Boston,MA,02116,Eating & Drinking,6174247000.0,42.34550999991123,-71.08107000054265
Lucky Boston Chinese Restaurant,,3096 Washington,Roxbury,MA,02119,Eating & Drinking w/ Take Out,6174458302.0,42.31505999955859,-71.0987700006297
LUCKY CAFE,,1107 Dorchester,Dorchester,MA,02125,Eating & Drinking w/ Take Out,6178229888.0,42.31273194353501,-71.05741316948426
LUCKY'S,,355 Congress,Boston,MA,02210,Eating & Drinking,6175232727.0,42.350051346088456,-71.04848093021124
Lucky Strike Fenway,,145 Ipswich,Boston,MA,02215,Eating & Drinking,6174370300.0,42.34741117495661,-71.09442266222005
Lucky Tiger/Sunnyside Cafe,,100 Hood Park,Charlestown,MA,02129,Eating & Drinking,6173774992.0,42.379706129174394,-71.07293963093903
Lucy Ethopian Cafe,,334 Massachusetts,Boston,MA,02115,Eating & Drinking,6176061336.0,42.342610373743526,-71.08416984132879
Lucy's American Tavern,,11 Granite,Dorchester,MA,02124,Eating & Drinking,6176998979.0,42.28225653964938,-71.05583851045893
Lufthansa Lounge,,500 Terminal,East Boston,MA,02128,Eating & Drinking,8663723035.0,42.36990420124479,-71.01943927546833
Luke's Lobster,,191W Atlantic,Boston,MA,02110,Eating & Drinking w/ Take Out,,42.36014939325313,-71.05238709090393
Luke's Lobster,,290 Washington,Boston,MA,02109,Eating & Drinking,6465594644.0,42.35730000014778,-71.05744000134415
Luke's Lobster,,75 Exeter,Boston,MA,02199,Eating & Drinking,6465594644.0,42.34854086205384,-71.07924301475478
Lulu Green #14 / Cafe Lulu #15,,201 Brookline,Boston,MA,02215,Eating & Drinking w/ Take Out,6174609925.0,42.34486239691058,-71.10160474147757
Lulu Green Cafe  Bakery and Juice Bar,Lulu Green Cafe,246 Broadway,South Boston,MA,02127,Eating & Drinking w/ Take Out,6174609925.0,42.33968557205553,-71.05151250483723
LULUS' ALLSTON,,417 Cambridge,Allston,MA,02134,Eating & Drinking,,42.35512300049573,-71.13406200067374
Luma's Coffee Shop,,1 Federal,Boston,MA,02110,Eating & Drinking w/ Take Out,9784575444.0,42.356099999821765,-71.05695000137317
Luna's,,945 Saratoga,East Boston,MA,02128,Eating & Drinking,6172167237.0,42.38657799941322,-71.00915700053324
LY4/LB4,Aramark Corporation,4 Jersey,Boston,MA,02215,Eating & Drinking w/ Take Out,6175366683.0,42.346768333561606,-71.09864788266272
Maaz's Chicken,,838 Blue Hill,Dorchester,MA,02124,Eating & Drinking w/ Take Out,,42.29605385338809,-71.08722928243614
Macaron Milieu - Lower Level,,32 Cambridge,Charlestown,MA,02129,Eating & Drinking w/ Take Out,6177180188.0,42.383569999309664,-71.0743500017016
Machi Machi,,176 Harvard,Allston,MA,02134,Eating & Drinking w/ Take Out,7813081164.0,42.35150999988592,-71.13137000138654
MACUMBA LATINA,,477 River,Mattapan,MA,02126,Eating & Drinking,6178982014.0,42.26818800055372,-71.09305600077109
Macy's Starbucks Kiosk,,450 Washington,Boston,MA,02111,Eating & Drinking w/ Take Out,6173573000.0,42.35497000036087,-71.06067000165463
Madhouse Cafe,,24 Blue Hill,Roxbury,MA,02119,Eating & Drinking w/ Take Out,6176860740.0,42.32427999963651,-71.07546000117557
Madras Dosa Co,,99 Seaport,Boston,MA,02210,Eating & Drinking,2692670304.0,42.35138897914938,-71.04542451835823
MAGGIANO'S,,4 COLUMBUS ,BOSTON,MA,02116,Eating & Drinking,6175423456.0,42.35122288738288,-71.06820913654792
Maggie's Grill @ Franklin Park Golf Course,,1 Circuit,Roxbury,MA,02119,Eating & Drinking,6179682112.0,,
Mai,,31 Northern,Boston,MA,02210,Eating & Drinking,7186667214.0,42.353288709717674,-71.04730022101597
Mala Kungfu,,155 Brighton,Allston,MA,02134,Eating & Drinking,3479785656.0,42.3532007464976,-71.1319397200218
Ma La Restaurant,,129 Brighton,Allston,MA,02134,Eating & Drinking,6178885366.0,42.35308835293645,-71.13111906628596
Mala Town,,190 Harvard,Allston,MA,02134,Eating & Drinking,6608886888.0,42.35082933643827,-71.1308933256637
Mamacita,,329 Huntington,Boston,MA,02115,Eating & Drinking,6177555547.0,42.34092350565341,-71.08819051552706
Ma Maison,,272 Cambridge,Boston,MA,02114,Eating & Drinking,8572658889.0,42.360949999837665,-71.06795000121777
Mama's Place,,764 Huntington,Mission Hill,MA,02120,Eating & Drinking w/ Take Out,6175661300.0,42.33330999984687,-71.10601000128305
Mama Stella's Pizza,,427 Faneuil,Brighton,MA,02135,Eating & Drinking,6172542022.0,42.35122100053973,-71.16835000171987
MAMMA MARIA RESTAURANT,,3 North,Boston,MA,02113,Eating & Drinking,7812154354.0,42.36407000000828,-71.05331000103368
Mana Escondido Cafe,,68 Pembroke,Roxbury,MA,02118,Eating & Drinking w/ Take Out,,42.342688478029274,-71.07690197212487
Mana Grill,,220 Columbia,Dorchester,MA,02121,Eating & Drinking w/ Take Out,,42.307590000432974,-71.0762900005258
Mandarin House,,633 Hyde Park,Roslindale,MA,02131,Eating & Drinking w/ Take Out,6173273131.0,42.2788489994816,-71.11939500101899
Mandarin Oriental Hotel,,776 Boylston,Boston,MA,02199,Eating & Drinking,6175358888.0,42.34870099983371,-71.08163200109793
MANGIA MANGIA,,147 Endicott,Boston,MA,02113,Eating & Drinking,6173774875.0,42.36500700009381,-71.05718400132214
Mangu Dominican Bistro,,264 Hyde Park,Jamaica Plain,MA,02130,Eating & Drinking,6179875331.0,42.29250900533288,-71.1175193609789
Manhattan Bagel and Coffee CO,,147 Massachusetts,Boston,MA,02115,Eating & Drinking w/ Take Out,8572460966.0,42.34665628489439,-71.08776364083224
Marabou Cafe,,1592 Blue Hill,Mattapan,MA,02126,Eating & Drinking,9548025106.0,42.269621773785744,-71.09320960524427
Marcelino's,,1 Courthouse,Boston,MA,02210,Eating & Drinking,,42.35399627954295,-71.04703810148808
MARE,,3 Mechanic,Boston,MA,02113,Eating & Drinking,6175230015.0,42.36285800043182,-71.05505600120145
Maria's Kitchen,,1819 Centre,West Roxbury,MA,02132,Eating & Drinking,6175933959.0,42.287061055625074,-71.15368310279449
Maria's Taqueria,,226 Tremont,Boston,MA,02116,Eating & Drinking,6178773258.0,42.35138999974278,-71.06457000137098
Mariel/My Girl,,10 Post Office,Boston,MA,02109,Eating & Drinking,6173338776.0,42.3574967579869,-71.05609967190038
MARINER'S HOUSE,,9 NORTH,BOSTON,MA,02113,Eating & Drinking,6172273979.0,42.36387236423423,-71.053628984065
Mario's,,8 Perkins,Jamaica Plain,MA,02130,Eating & Drinking w/ Take Out,,42.32168999957605,-71.11063000159145
MARIO'S RESTAURANT,,347 CHELSEA,EAST BOSTON,MA,02128,Eating & Drinking,6175678608.0,42.37818008178207,-71.02887144994968
Mario's Subs & Salads,,651 Warren,Dorchester,MA,02121,Eating & Drinking w/ Take Out,6173593387.0,42.30975600006413,-71.08301800162583
Market Bagels,HSI MCA BOS FB  LLC,300 Terminal,East Boston,MA,02128,Eating & Drinking w/ Take Out,6176346097.0,42.3666199526667,-71.016589349149
Market Bar,HSI MCA BOS FB  LLC,300 Terminal,East Boston,MA,02128,Eating & Drinking w/ Take Out,6176346097.0,42.3666199526667,-71.016589349149
Marketplace Cafe & Take Away,,240 Mount Vernon,Dorchester,MA,02125,Eating & Drinking,6178223600.0,42.32043527097007,-71.04804043116269
MARRIOTT HOTEL-COPLEY PLACE,,110 HUNTINGTON ,BOSTON,MA,02116,Eating & Drinking,2365800.0,42.3470327059247,-71.07782987023677
MARRIOTT'S CUSTOM HOUSE,,3 MC KINLEY,BOSTON,MA,02109,Eating & Drinking,6173106300.0,42.359042495500915,-71.05355946580914
Marseille,,560 Harrison,Roxbury,MA,02118,Eating & Drinking,8572770366.0,42.3408100000299,-71.06744000135994
Maryann's Breakfast & Lunch,,223 Grove,West Roxbury,MA,02132,Eating & Drinking w/ Take Out,6172598217.0,42.2619000004394,-71.15742000185436
Massachusetts Eye & Ear EyeOpener Cafe,,800 Huntington,Boston,MA,02115,Eating & Drinking w/ Take Out,6175733954.0,42.33306423149575,-71.10757155514018
Massachusetts Eye & Ear Infirmary Eye Opener Cafe,,243 Charles,Boston,MA,02114,Eating & Drinking w/ Take Out,6175733147.0,42.36276572965657,-71.07030147535295
MassArt Eat Cafe,,625 Huntington,Boston,MA,02115,Eating & Drinking,6179894590.0,42.33622118435037,-71.10042780960559
MassArt Starbucks,,625 Huntington,Boston,MA,02115,Eating & Drinking w/ Take Out,6178797000.0,42.33622118435037,-71.10042780960559
Mass Bay Lines/Freedom,,60 Rowes,Boston,MA,02110,Eating & Drinking,6179510700.0,42.355877344678056,-71.04992652332653
